full_text,label,Length,num_words,num_sentence,text_bersih,text_stopword_dihapus,tokenized_text,stemmed_text,tokenized_sent
@muhammad_saewad mereka 'dibius' makan siang gratis setelah berhasil dimiskinkan secara tsm,0,91,13,1,_saewad mereka 'dibius' makan siang gratis setelah berhasil dimiskinkan secara tsm,_saewad 'dibius ' makan siang gratis berhasil dimiskinkan tsm,"['_saewad', ""'dibius"", ""'"", 'makan', 'siang', 'gratis', 'berhasil', 'dimiskinkan', 'tsm']","['saewad', 'bius', '', 'makan', 'siang', 'gratis', 'hasil', 'miskin', 'tsm']","[1787, 1788, 254, 2, 3, 1, 1789, 1790, 786]"
@adedhani9 @unjsecret sudah nikmatin saja yang pilih makan siang saya pilih pendidikan yang utama bukan makan gratis,0,116,19,1,sudah nikmatin saja yang pilih makan siang saya pilih pendidikan yang utama bukan makan gratis,nikmatin pilih makan siang pilih pendidikan utama makan gratis,"['nikmatin', 'pilih', 'makan', 'siang', 'pilih', 'pendidikan', 'utama', 'makan', 'gratis']","['nikmatin', 'pilih', 'makan', 'siang', 'pilih', 'didik', 'utama', 'makan', 'gratis']","[514, 12, 2, 3, 12, 5, 515, 2, 1]"
"@adedhani9 @unjsecret selamat makan siang gratis, wong dananya banyak kok, ambil aja dari bansos dan dana pendidikan.  oke gas gak nih wo?ðÿ¤­",0,142,29,2,"selamat makan siang gratis, wong dananya banyak kok, ambil aja dari bansos dan dana pendidikan. oke gas gak nih wo?????","selamat makan siang gratis , dananya , ambil bansos dana pendidikan . oke gas wo ? ? ? ? ?","['selamat', 'makan', 'siang', 'gratis', ',', 'dananya', ',', 'ambil', 'bansos', 'dana', 'pendidikan', '.', 'oke', 'gas', 'wo', '?', '?', '?', '?', '?']","['selamat', 'makan', 'siang', 'gratis', '', 'dana', '', 'ambil', 'bansos', 'dana', 'didik', '', 'oke', 'gas', 'wo', '', '', '', '', '']","[241, 2, 3, 1, 63, 161, 30, 9, 5, 10, 15, 1791]"
"@adedhani9 @unjsecret itulah dikasih pendidikan gratis malah pilih makan siang gratis,, krn yg pendidikan gratis udah jalan jadi pengen nambah makan siang gratis,,eh sekarang nggak dapet dua+duanya,,",0,199,35,1,"itulah dikasih pendidikan gratis malah pilih makan siang gratis,, krn yg pendidikan gratis udah jalan jadi pengen nambah makan siang gratis,,eh sekarang nggak dapet dua+duanya,,","dikasih pendidikan gratis pilih makan siang gratis , , pendidikan gratis udah jalan pengen nambah makan siang gratis , , dapet dua+duanya , ,","['dikasih', 'pendidikan', 'gratis', 'pilih', 'makan', 'siang', 'gratis', ',', ',', 'pendidikan', 'gratis', 'udah', 'jalan', 'pengen', 'nambah', 'makan', 'siang', 'gratis', ',', ',', 'dapet', 'dua+duanya', ',', ',']","['kasih', 'didik', 'gratis', 'pilih', 'makan', 'siang', 'gratis', '', '', 'didik', 'gratis', 'udah', 'jalan', 'ken', 'nambah', 'makan', 'siang', 'gratis', '', '', 'dapet', 'dua dua', '', '']","[19, 5, 1, 12, 2, 3, 1, 5, 1, 13, 110, 96, 314, 2, 3, 1, 32, 1792, 1793]"
katanya ke rakyat jangan pelit... kok ngga setuju ngasih makan rakyat.  jk soal makan siang gratis bebani apbn: siapa yang bayar? kita semua   https://t.co/cnaywi6d8e,1,166,30,3,katanya ke rakyat jangan pelit... kok ngga setuju ngasih makan rakyat. jk soal makan siang gratis bebani apbn: siapa yang bayar? kita semua,rakyat pelit ... setuju ngasih makan rakyat . jk makan siang gratis bebani apbn : bayar ?,"['rakyat', 'pelit', '...', 'setuju', 'ngasih', 'makan', 'rakyat', '.', 'jk', 'makan', 'siang', 'gratis', 'bebani', 'apbn', ':', 'bayar', '?']","['rakyat', 'pelit', '', 'tuju', 'ngasih', 'makan', 'rakyat', '', 'jk', 'makan', 'siang', 'gratis', 'beban', 'apbn', '', 'bayar', '']","[8, 473, 207, 777, 2, 8, 789, 2, 3, 1, 1794, 33, 31]"
"@doktertifa betul, warga sudah mulai cerdas, sehingga ga kemakan bansos, blt, beras, minyak goreng, susu, makan siang gratis, dan asam sulfat.  tapi perjuangan mencerdaskan bangsa masih panjang di seluruh pelosok negeri.  usaha untuk mencerdaskan kehidupan bangsa, masif dihapuskan. waspada !",0,292,53,4,"betul, warga sudah mulai cerdas, sehingga ga kemakan bansos, blt, beras, minyak goreng, susu, makan siang gratis, dan asam sulfat. tapi perjuangan mencerdaskan bangsa masih panjang di seluruh pelosok negeri. usaha untuk mencerdaskan kehidupan bangsa, masif dihapuskan. waspada !",", warga cerdas , kemakan bansos , blt , beras , minyak goreng , susu , makan siang gratis , asam sulfat . perjuangan mencerdaskan bangsa pelosok negeri . usaha mencerdaskan kehidupan bangsa , masif dihapuskan . waspada !","[',', 'warga', 'cerdas', ',', 'kemakan', 'bansos', ',', 'blt', ',', 'beras', ',', 'minyak', 'goreng', ',', 'susu', ',', 'makan', 'siang', 'gratis', ',', 'asam', 'sulfat', '.', 'perjuangan', 'mencerdaskan', 'bangsa', 'pelosok', 'negeri', '.', 'usaha', 'mencerdaskan', 'kehidupan', 'bangsa', ',', 'masif', 'dihapuskan', '.', 'waspada', '!']","['', 'warga', 'cerdas', '', 'makan', 'bansos', '', 'blt', '', 'beras', '', 'minyak', 'goreng', '', 'susu', '', 'makan', 'siang', 'gratis', '', 'asam', 'sulfat', '', 'juang', 'cerdas', 'bangsa', 'pelosok', 'negeri', '', 'usaha', 'cerdas', 'hidup', 'bangsa', '', 'masif', 'hapus', '', 'waspada', '']","[143, 71, 1795, 30, 239, 53, 1796, 700, 16, 2, 3, 1, 154, 198, 1797, 199, 54, 332, 75, 453, 199, 430, 54, 778, 1798, 1799]"
@bambang11160488 seandainya dapet makan siang gratis yang sekolah trs yang dirumah puasa sepanjang masa gituðÿ¤£ðÿ¤£ðÿ¤£ oke gas oke gas makan angin gas....ðÿ¤£ðÿ¤£ðÿ¤£,0,168,25,1,seandainya dapet makan siang gratis yang sekolah trs yang dirumah puasa sepanjang masa gitu???????????? oke gas oke gas makan angin gas....????????????,seandainya dapet makan siang gratis sekolah dirumah puasa ? ? ? ? ? ? ? ? ? ? ? ? oke gas oke gas makan angin gas .... ? ? ? ? ? ? ? ? ? ? ? ?,"['seandainya', 'dapet', 'makan', 'siang', 'gratis', 'sekolah', 'dirumah', 'puasa', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'oke', 'gas', 'oke', 'gas', 'makan', 'angin', 'gas', '....', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']","['anda', 'dapet', 'makan', 'siang', 'gratis', 'sekolah', 'rumah', 'puasa', '', '', '', '', '', '', '', '', '', '', '', '', 'oke', 'gas', 'oke', 'gas', 'makan', 'angin', 'gas', '', '', '', '', '', '', '', '', '', '', '', '', '']","[1800, 32, 2, 3, 1, 7, 1801, 790, 10, 15, 10, 15, 2, 791, 15]"
"@5t3v3n_p3g3l negeri ini masih carut marut, tapi skala prioritas kebijakan didasari keputusan politik pencitraan, bansos, makan siang gratis, kereta cepat, infrastruktur tanpa kajian, peresmian ini itu, akhirnya rakyat bakal menanggung utang yang banyak. mamam tah.... !",0,270,46,2,"_pgl negeri ini masih carut marut, tapi skala prioritas kebijakan didasari keputusan politik pencitraan, bansos, makan siang gratis, kereta cepat, infrastruktur tanpa kajian, peresmian ini itu, akhirnya rakyat bakal menanggung utang yang banyak. mamam tah.... !","_pgl negeri carut marut , skala prioritas kebijakan didasari keputusan politik pencitraan , bansos , makan siang gratis , kereta cepat , infrastruktur kajian , peresmian , rakyat menanggung utang . mamam tah .... !","['_pgl', 'negeri', 'carut', 'marut', ',', 'skala', 'prioritas', 'kebijakan', 'didasari', 'keputusan', 'politik', 'pencitraan', ',', 'bansos', ',', 'makan', 'siang', 'gratis', ',', 'kereta', 'cepat', ',', 'infrastruktur', 'kajian', ',', 'peresmian', ',', 'rakyat', 'menanggung', 'utang', '.', 'mamam', 'tah', '....', '!']","['pgl', 'negeri', 'carut', 'marut', '', 'skala', 'prioritas', 'bijak', 'dasar', 'putus', 'politik', 'citra', '', 'bansos', '', 'makan', 'siang', 'gratis', '', 'kereta', 'cepat', '', 'infrastruktur', 'kaji', '', 'resmi', '', 'rakyat', 'tanggung', 'utang', '', 'mamam', 'tah', '', '']","[38, 75, 1802, 1803, 516, 244, 79, 1804, 792, 265, 1805, 30, 2, 3, 1, 1806, 517, 1807, 647, 1808, 8, 502, 86, 103, 1809]"
"terasa ringan kerjaanku saat anak-anak libur. pagi-pagi santai gak sibuk bikin bekal. alhamdulillah, anak kedua nanti sma juga gak dibikinin bekal lagi. bukan karena dapat makan gratis, tapi spp-nya udah sekalian sama makan siang di sekolah ðÿ˜†",0,245,42,4,"terasa ringan kerjaanku saat anak-anak libur. pagi-pagi santai gak sibuk bikin bekal. alhamdulillah, anak kedua nanti sma juga gak dibikinin bekal lagi. bukan karena dapat makan gratis, tapi spp-nya udah sekalian sama makan siang di sekolah ????","ringan kerjaanku anak-anak libur . pagi-pagi santai sibuk bekal . alhamdulillah , anak sma dibikinin bekal . makan gratis , spp-nya udah makan siang sekolah ? ? ? ?","['ringan', 'kerjaanku', 'anak-anak', 'libur', '.', 'pagi-pagi', 'santai', 'sibuk', 'bekal', '.', 'alhamdulillah', ',', 'anak', 'sma', 'dibikinin', 'bekal', '.', 'makan', 'gratis', ',', 'spp-nya', 'udah', 'makan', 'siang', 'sekolah', '?', '?', '?', '?']","['ringan', 'kerja', 'anak', 'libur', '', 'pagi', 'santai', 'sibuk', 'bekal', '', 'alhamdulillah', '', 'anak', 'sma', 'dibikinin', 'bekal', '', 'makan', 'gratis', '', 'spp-nya', 'udah', 'makan', 'siang', 'sekolah', '', '', '', '']","[1810, 1811, 6, 6, 1812, 174, 174, 1813, 315, 257, 259, 6, 179, 1814, 257, 2, 1, 204, 793, 13, 2, 3, 7]"
@vivacoid nabung buat bayar sekolah karena sekolah harus bayar lagi soalnya  dana bos di buat program makan siang gratis ?,0,122,21,1,nabung buat bayar sekolah karena sekolah harus bayar lagi soalnya dana bos di buat program makan siang gratis ?,nabung bayar sekolah sekolah bayar dana bos program makan siang gratis ?,"['nabung', 'bayar', 'sekolah', 'sekolah', 'bayar', 'dana', 'bos', 'program', 'makan', 'siang', 'gratis', '?']","['nabung', 'bayar', 'sekolah', 'sekolah', 'bayar', 'dana', 'bos', 'program', 'makan', 'siang', 'gratis', '']","[1815, 31, 7, 7, 31, 9, 11, 4, 2, 3, 1]"
"@avodadishz @phatongolyind @uyoktweet lah mana ada tersampaikan semua, dikira orang semua liat debat capres, yang menang sekarang kan  pengusung program makan siang dan susu gratis , brrti otak org indo rata2 bisanya cuma minta makan kan wk ada tuh program2 yg bagus tpi malah dikira omong doang gabisa kerja wkwk",0,313,55,1,"lah mana ada tersampaikan semua, dikira orang semua liat debat capres, yang menang sekarang kan pengusung program makan siang dan susu gratis , brrti otak org indo rata bisanya cuma minta makan kan wk ada tuh program yg bagus tpi malah dikira omong doang gabisa kerja wkwk",", orang liat debat capres , menang pengusung program makan siang susu gratis , brrti otak orang indo bisanya makan wk program bagus omong gabisa kerja tertawa","[',', 'orang', 'liat', 'debat', 'capres', ',', 'menang', 'pengusung', 'program', 'makan', 'siang', 'susu', 'gratis', ',', 'brrti', 'otak', 'orang', 'indo', 'bisanya', 'makan', 'wk', 'program', 'bagus', 'omong', 'gabisa', 'kerja', 'tertawa']","['', 'orang', 'liat', 'debat', 'capres', '', 'menang', 'usung', 'program', 'makan', 'siang', 'susu', 'gratis', '', 'brrti', 'otak', 'orang', 'indo', 'bisa', 'makan', 'wk', 'program', 'bagus', 'omong', 'gabisa', 'kerja', 'tertawa']","[14, 251, 311, 67, 208, 518, 4, 2, 3, 16, 1, 1816, 36, 14, 509, 426, 2, 1817, 4, 60, 475, 1818, 34, 98]"
"@raisatjokrodnta iya gapapa abah kita kalah. tp tolong ya kalau ada masalah yg ditimbulkan sm siemoy nanti kalian-kalian doang yg ngalamin, gua gamau. secara gua bayar pajak, najiz bgt buat ngatasin masalah lo semua kek makan siang gratis. ew ga ikhlas ðÿ’©ðÿ–•ðÿ»",0,265,51,4,"iya gapapa abah kita kalah. tp tolong ya kalau ada masalah yg ditimbulkan sm siemoy nanti kalian-kalian doang yg ngalamin, gua gamau. secara gua bayar pajak, najiz bgt buat ngatasin masalah lo semua kek makan siang gratis. ew ga ikhlas ????????????","gapapa abah kalah . tolong ditimbulkan siemoy kalian-kalian ngalamin , gamau . bayar pajak , najiz banget ngatasin makan siang gratis . ikhlas ? ? ? ? ? ? ? ? ? ? ? ?","['gapapa', 'abah', 'kalah', '.', 'tolong', 'ditimbulkan', 'siemoy', 'kalian-kalian', 'ngalamin', ',', 'gamau', '.', 'bayar', 'pajak', ',', 'najiz', 'banget', 'ngatasin', 'makan', 'siang', 'gratis', '.', 'ikhlas', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']","['gapapa', 'abah', 'kalah', '', 'tolong', 'timbul', 'siemoy', 'kalian', 'ngalamin', '', 'gamau', '', 'bayar', 'pajak', '', 'najiz', 'banget', 'ngatasin', 'makan', 'siang', 'gratis', '', 'ikhlas', '', '', '', '', '', '', '', '', '', '', '', '']","[794, 273, 274, 1819, 1820, 1821, 795, 795, 1822, 796, 31, 29, 1823, 48, 1824, 2, 3, 1, 1825]"
@mikailacessa @araitulaki apanya yg disinkronisasi..udah jelas si heru bilang penghematan budget..emang pemilih 02 itu otak kosong dan dungu..!!! cari tu makan siang gratis...mana ada makan siang yg gratis..,0,207,41,2,apanya yg disinkronisasi..udah jelas si heru bilang penghematan budget..emang pemilih itu otak kosong dan dungu..!!! cari tu makan siang gratis...mana ada makan siang yg gratis..,apanya disinkronisasi .. udah heru penghematan budget .. pemilih otak kosong dungu .. ! ! ! cari tu makan siang gratis ... makan siang gratis ..,"['apanya', 'disinkronisasi', '..', 'udah', 'heru', 'penghematan', 'budget', '..', 'pemilih', 'otak', 'kosong', 'dungu', '..', '!', '!', '!', 'cari', 'tu', 'makan', 'siang', 'gratis', '...', 'makan', 'siang', 'gratis', '..']","['apa', 'sinkronisasi', '', 'udah', 'heru', 'hemat', 'budget', '', 'pilih', 'otak', 'kosong', 'dungu', '', '', '', '', 'cari', 'tu', 'makan', 'siang', 'gratis', '', 'makan', 'siang', 'gratis', '']","[1826, 1827, 13, 209, 797, 229, 138, 36, 476, 116, 72, 88, 2, 3, 1, 2, 3, 1]"
@abu_waras tidak perlu mengeluh. ntar dapat makan siang gratis. joget aja yg penting happy. ðÿ˜ðÿ˜ðÿ˜,0,104,19,4,_waras tidak perlu mengeluh. ntar dapat makan siang gratis. joget aja yg penting happy. ????????????,_waras mengeluh . ntar makan siang gratis . joget happy . ? ? ? ? ? ? ? ? ? ? ? ?,"['_waras', 'mengeluh', '.', 'ntar', 'makan', 'siang', 'gratis', '.', 'joget', 'happy', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']","['waras', 'keluh', '', 'ntar', 'makan', 'siang', 'gratis', '', 'joget', 'happy', '', '', '', '', '', '', '', '', '', '', '', '', '']","[85, 798, 300, 2, 3, 1, 23, 664]"
@hasyafahriyd @chavesz08 dapat makan siang gratis entah berapa kali? atau malah ga jadi ðÿ¤ªðÿ¤ªðÿ¤ª,0,100,17,2,dapat makan siang gratis entah berapa kali? atau malah ga jadi ????????????,makan siang gratis kali ? ? ? ? ? ? ? ? ? ? ? ? ?,"['makan', 'siang', 'gratis', 'kali', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']","['makan', 'siang', 'gratis', 'kali', '', '', '', '', '', '', '', '', '', '', '', '', '']","[2, 3, 1, 92]"
"@bbeempe @adedhani9 @unjsecret nasi sudah jadi tai bang, bukan bubur lg kan abis makan siang gratis",0,99,20,1,"nasi sudah jadi tai bang, bukan bubur lg kan abis makan siang gratis","nasi tai , bubur abis makan siang gratis","['nasi', 'tai', ',', 'bubur', 'abis', 'makan', 'siang', 'gratis']","['nasi', 'tai', '', 'bubur', 'abis', 'makan', 'siang', 'gratis']","[338, 65, 519, 799, 2, 3, 1]"
@bluesukan24 @chavesz08 sekedar dijanjiin makan siang gratis,0,60,9,1,sekedar dijanjiin makan siang gratis,sekedar dijanjiin makan siang gratis,"['sekedar', 'dijanjiin', 'makan', 'siang', 'gratis']","['dar', 'dijanjiin', 'makan', 'siang', 'gratis']","[155, 1828, 2, 3, 1]"
"@adedhani9 @unjsecret ternyata yg dibutuhkan pendidikan gratis, bukan makan siang gratis ðÿ˜…  wislah....joget ajaðÿ¥º ok gas ok gass ðÿ’ƒðÿ•ºðÿ’ƒðÿ•ºðÿ’ƒðÿ•º",0,158,30,1,"ternyata yg dibutuhkan pendidikan gratis, bukan makan siang gratis ???? wislah....joget aja???? ok gas ok gass ????????????????????????","dibutuhkan pendidikan gratis , makan siang gratis ? ? ? ? wislah .... joget ? ? ? ? oke gas oke gass ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?","['dibutuhkan', 'pendidikan', 'gratis', ',', 'makan', 'siang', 'gratis', '?', '?', '?', '?', 'wislah', '....', 'joget', '?', '?', '?', '?', 'oke', 'gas', 'oke', 'gass', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']","['butuh', 'didik', 'gratis', '', 'makan', 'siang', 'gratis', '', '', '', '', 'wislah', '', 'joget', '', '', '', '', 'oke', 'gas', 'oke', 'gass', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","[169, 5, 1, 2, 3, 1, 1829, 23, 10, 15, 10, 100]"
"@sigitwid makan siang gratis, bpjs gratis, duitnya drmn  bro ?  bpjs bayar aja negara masih menanggung banyak lho, partai gratis memang bukan maen",0,146,27,2,"makan siang gratis, bpjs gratis, duitnya drmn bro ? bpjs bayar aja negara masih menanggung banyak lho, partai gratis memang bukan maen","makan siang gratis , bpjs gratis , duitnya drmn bro ? bpjs bayar negara menanggung , partai gratis maen","['makan', 'siang', 'gratis', ',', 'bpjs', 'gratis', ',', 'duitnya', 'drmn', 'bro', '?', 'bpjs', 'bayar', 'negara', 'menanggung', ',', 'partai', 'gratis', 'maen']","['makan', 'siang', 'gratis', '', 'bpjs', 'gratis', '', 'duit', 'drmn', 'bro', '', 'bpjs', 'bayar', 'negara', 'tanggung', '', 'partai', 'gratis', 'maen']","[2, 3, 1, 304, 1, 307, 611, 157, 304, 31, 17, 502, 1830, 1, 1831]"
@nenkmonica gerombolan dajjal nusantara tawarkan makan siang gratis bukan pendidikan gratis! âœï¸,0,99,14,2,gerombolan dajjal nusantara tawarkan makan siang gratis bukan pendidikan gratis! ??????,gerombolan dajjal nusantara tawarkan makan siang gratis pendidikan gratis ! ? ? ? ? ? ?,"['gerombolan', 'dajjal', 'nusantara', 'tawarkan', 'makan', 'siang', 'gratis', 'pendidikan', 'gratis', '!', '?', '?', '?', '?', '?', '?']","['gerombol', 'dajjal', 'nusantara', 'tawar', 'makan', 'siang', 'gratis', 'didik', 'gratis', '', '', '', '', '', '', '']","[233, 505, 506, 800, 2, 3, 1, 5, 1]"
@tempodotco banyak alternatif yg tidak memberatkan apbn dan kantong kantong anggaran lainnya kalo mau berfikir lebih jernih tentang makan siang gratis..,1,152,23,1,banyak alternatif yg tidak memberatkan apbn dan kantong kantong anggaran lainnya kalo mau berfikir lebih jernih tentang makan siang gratis..,alternatif memberatkan apbn kantong kantong anggaran berfikir jernih makan siang gratis ..,"['alternatif', 'memberatkan', 'apbn', 'kantong', 'kantong', 'anggaran', 'berfikir', 'jernih', 'makan', 'siang', 'gratis', '..']","['alternatif', 'berat', 'apbn', 'kantong', 'kantong', 'anggar', 'berfikir', 'jernih', 'makan', 'siang', 'gratis', '']","[1832, 1833, 33, 343, 343, 25, 491, 1834, 2, 3, 1]"
"@uyoktweet dikasih pendidikan gratis lebih milih makan siang gratis, eh kjmunya dicabut ngadunya ke yg kasih pendidikan gratis harusnya mah ngadunya ke yg ngsh makan siang gratis nanti ðÿ¤ž",0,189,31,1,"dikasih pendidikan gratis lebih milih makan siang gratis, eh kjmunya dicabut ngadunya ke yg kasih pendidikan gratis harusnya mah ngadunya ke yg ngsh makan siang gratis nanti ????","dikasih pendidikan gratis milih makan siang gratis , kjmunya dicabut ngadunya pendidikan gratis ngadunya ngsh makan siang gratis ? ? ? ?","['dikasih', 'pendidikan', 'gratis', 'milih', 'makan', 'siang', 'gratis', ',', 'kjmunya', 'dicabut', 'ngadunya', 'pendidikan', 'gratis', 'ngadunya', 'ngsh', 'makan', 'siang', 'gratis', '?', '?', '?', '?']","['kasih', 'didik', 'gratis', 'milih', 'makan', 'siang', 'gratis', '', 'kjmunya', 'cabut', 'ngadunya', 'didik', 'gratis', 'ngadunya', 'ngsh', 'makan', 'siang', 'gratis', '', '', '', '']","[19, 5, 1, 21, 2, 3, 1, 1835, 210, 801, 5, 1, 801, 1836, 2, 3, 1]"
@oposisicerdas hayyooo deekk perjuangkan nasibmu sendiri krn yg kalian bela sdh tidak butuh lagi suaramu. semua keputusan pasti ada konsekuensinya. kalian memilih makan siang gratis ketimbang pendidikan gratis sih,0,213,32,3,hayyooo deekk perjuangkan nasibmu sendiri krn yg kalian bela sdh tidak butuh lagi suaramu. semua keputusan pasti ada konsekuensinya. kalian memilih makan siang gratis ketimbang pendidikan gratis sih,hayyooo deekk perjuangkan nasibmu bela butuh suaramu . keputusan konsekuensinya . memilih makan siang gratis ketimbang pendidikan gratis,"['hayyooo', 'deekk', 'perjuangkan', 'nasibmu', 'bela', 'butuh', 'suaramu', '.', 'keputusan', 'konsekuensinya', '.', 'memilih', 'makan', 'siang', 'gratis', 'ketimbang', 'pendidikan', 'gratis']","['hayyooo', 'deekk', 'juang', 'nasib', 'bela', 'butuh', 'suara', '', 'putus', 'konsekuensi', '', 'pilih', 'makan', 'siang', 'gratis', 'ketimbang', 'didik', 'gratis']","[1837, 1838, 1839, 495, 802, 24, 1840, 792, 1841, 44, 2, 3, 1, 243, 5, 1]"
"@iskandar_alex @ndons_back @rmol_id dan @ndons_back pun menghilang dari lane ðÿ—¿ typical buzzerp banget yak, setelah ditampar data, langsung menghilang, minta arahan lanjutan dari kakak pembina sambil joget ok gass nungguin makan siang gratis yang dihilirisasi ðÿ¤£ðÿ¤£ðÿ¤£",0,274,43,1,"_alex _back _id dan _back pun menghilang dari lane ???? typical buzzerp banget yak, setelah ditampar data, langsung menghilang, minta arahan lanjutan dari kakak pembina sambil joget ok gass nungguin makan siang gratis yang dihilirisasi ????????????","_alex _back _id _back menghilang lane ? ? ? ? typical buzzerp banget yak , ditampar data , langsung menghilang , arahan lanjutan kakak pembina joget oke gass nungguin makan siang gratis dihilirisasi ? ? ? ? ? ? ? ? ? ? ? ?","['_alex', '_back', '_id', '_back', 'menghilang', 'lane', '?', '?', '?', '?', 'typical', 'buzzerp', 'banget', 'yak', ',', 'ditampar', 'data', ',', 'langsung', 'menghilang', ',', 'arahan', 'lanjutan', 'kakak', 'pembina', 'joget', 'oke', 'gass', 'nungguin', 'makan', 'siang', 'gratis', 'dihilirisasi', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']","['alex', 'back', 'id', 'back', 'hilang', 'lane', '', '', '', '', 'typical', 'buzzerp', 'banget', 'yak', '', 'tampar', 'data', '', 'langsung', 'hilang', '', 'arah', 'lanjut', 'kakak', 'bina', 'joget', 'oke', 'gass', 'nungguin', 'makan', 'siang', 'gratis', 'hilir', '', '', '', '', '', '', '', '', '', '', '', '']","[1842, 803, 608, 803, 804, 1843, 1844, 1845, 48, 1846, 1847, 339, 196, 804, 1848, 1849, 1850, 1851, 23, 10, 100, 348, 2, 3, 1, 1852]"
"@toe_giman klo bs..rkyt butuh pendidikan gratis, bukan sekedar makan siang gratis ??!",0,85,18,3,"_giman klo bs..rkyt butuh pendidikan gratis, bukan sekedar makan siang gratis ??!","_giman .. rkyt butuh pendidikan gratis , sekedar makan siang gratis ? ? !","['_giman', '..', 'rkyt', 'butuh', 'pendidikan', 'gratis', ',', 'sekedar', 'makan', 'siang', 'gratis', '?', '?', '!']","['gim', '', 'rkyt', 'butuh', 'didik', 'gratis', '', 'dar', 'makan', 'siang', 'gratis', '', '', '']","[80, 1853, 24, 5, 1, 155, 2, 3, 1]"
@catatan_ali7 bisa tekor makan siang gratis apbn kl pedukung nya model gini..ðÿ˜ðÿ˜ðÿ˜,0,89,15,1,_ali bisa tekor makan siang gratis apbn kl pedukung nya model gini..????????????,_ali tekor makan siang gratis apbn pedukung model .. ? ? ? ? ? ? ? ? ? ? ? ?,"['_ali', 'tekor', 'makan', 'siang', 'gratis', 'apbn', 'pedukung', 'model', '..', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']","['ali', 'tekor', 'makan', 'siang', 'gratis', 'apbn', 'dukung', 'model', '', '', '', '', '', '', '', '', '', '', '', '', '']","[211, 774, 2, 3, 1, 33, 1854, 167]"
"@adedhani9 @unjsecret di ajak cerdas utk perubahan, malah milih makan siang gratis,. nikmati aja goblok mu @@unjsecret..",0,120,25,2,"di ajak cerdas utk perubahan, malah milih makan siang gratis,. nikmati aja goblok mu @ ..","ajak cerdas perubahan , milih makan siang gratis , . nikmati goblok milikmu @ ..","['ajak', 'cerdas', 'perubahan', ',', 'milih', 'makan', 'siang', 'gratis', ',', '.', 'nikmati', 'goblok', 'milikmu', '@', '..']","['ajak', 'cerdas', 'ubah', '', 'milih', 'makan', 'siang', 'gratis', '', '', 'nikmat', 'goblok', 'milik', '', '']","[520, 71, 190, 21, 2, 3, 1, 270, 57, 271]"
"@tang__kira korea ketat ya , kalo disini abis viral nguap gitu aja   kaya kasus snackbox kpps sleman budget 35rb sampai ke panitia cm snackbox 2500 ðÿ˜­  makanya aku ga percaya sama program makan siang gratis ,apalagi tanpa pengawasan yg ketat",0,243,42,1,"__kira korea ketat ya , kalo disini abis viral nguap gitu aja kaya kasus snackbox kpps sleman budget rb sampai ke panitia cm snackbox ???? makanya aku ga percaya sama program makan siang gratis ,apalagi tanpa pengawasan yg ketat","__kira korea ketat , abis viral nguap kaya snackbox kpps sleman budget panitia snackbox ? ? ? ? percaya program makan siang gratis , pengawasan ketat","['__kira', 'korea', 'ketat', ',', 'abis', 'viral', 'nguap', 'kaya', 'snackbox', 'kpps', 'sleman', 'budget', 'panitia', 'snackbox', '?', '?', '?', '?', 'percaya', 'program', 'makan', 'siang', 'gratis', ',', 'pengawasan', 'ketat']","['kira', 'korea', 'ketat', '', 'abis', 'viral', 'nguap', 'kaya', 'snackbox', 'kpps', 'sleman', 'budget', 'panitia', 'snackbox', '', '', '', '', 'percaya', 'program', 'makan', 'siang', 'gratis', '', 'awas', 'ketat']","[481, 805, 806, 799, 1855, 1856, 150, 807, 1857, 1858, 229, 1859, 807, 808, 4, 2, 3, 1, 1860, 806]"
